seq,first name,last name,age,street,city,state,zip,dollar,pick,date
3873,Arthur,Wolfe,65,Esce Boulevard,Hizipap,MS,37234,$8746.97,GREEN,02/06/2008
3874,Brett,Quinn,32,Haac Trail,Ippenvow,SD,27740,$6726.75,YELLOW,09/04/2044
3875,Nettie,Harper,64,Owihi River,Kepeke,IN,56393,$1920.62,WHITE,08/30/2056
3876,Elnora,Buchanan,40,Bekfad Terrace,Zegdanep,RI,6604,$400.00,BLUE,09/13/1931
3877,Jonathan,Pearson,36,Liltec Glen,Cuetpiv,OR,55772,$1609.91,RED,05/03/1981
3878,Mae,Riley,57,Omibon Path,Tomohu,AL,61402,$6887.05,BLUE,02/13/1997
3879,Millie,Cortez,36,Kedid Path,Nizufcel,GA,40771,$4019.62,RED,07/20/1906
3880,Bettie,Marshall,45,Gojehu Manor,Wowsege,WI,79808,$5304.92,GREEN,09/15/1983
3881,Bobby,Carter,28,Dudud Place,Efkanto,FL,13147,$5832.88,GREEN,10/10/1904
3882,Philip,Hughes,56,Mubcow Turnpike,Curwuzwar,NM,42968,$8027.70,GREEN,05/19/1980
3883,Chris,Estrada,60,Roewi Loop,Rietuzi,MD,6883,$6375.84,YELLOW,10/26/1997
3884,Bernice,Holland,27,Jonar Pike,Odigebop,RI,30000,$1475.76,YELLOW,03/27/2049
3885,Maurice,Richards,57,Volcid Highway,Gopuosi,RI,82483,$1079.60,BLUE,09/07/1996
3886,Oscar,Fields,25,Zodwat Junction,Rugewur,AK,21286,$5234.77,RED,11/03/1949
3887,Nell,Harper,20,Lusid Junction,Refedbe,NM,46588,$2958.39,BLUE,04/22/1954
3888,Ann,Bowman,51,Tiwvu Loop,Otetuca,WA,59213,$7353.53,YELLOW,01/04/2040
3889,Maria,Mathis,58,Giiko Junction,Ragikoc,OH,80044,$3112.29,BLUE,09/13/1934
3890,Bobby,Franklin,48,Ruhu Turnpike,Gerafgub,VT,94875,$5375.38,BLUE,06/26/2013
3891,Caleb,Dawson,36,Boru Avenue,Fozaredi,NV,33658,$7395.09,RED,08/28/2036
3892,Frances,Christensen,31,Jabu Turnpike,Fihlazaw,WY,80045,$2027.19,GREEN,07/29/1930
3893,Lois,Garcia,45,Oparoj Mill,Sozsaitu,NE,56008,$6729.34,GREEN,12/19/1963
3894,Jeffrey,Mann,41,Bevado Glen,Tonkugeb,MN,18727,$9750.46,RED,11/20/2040
3895,Eddie,Gibbs,39,Dekif Highway,Vorizic,VT,18106,$1111.22,WHITE,12/09/2048
3896,Ola,Fowler,22,Oheupi Manor,Kowabu,CA,28532,$9001.75,GREEN,07/19/1985
3897,Roxie,Perry,65,Omod Highway,Rocoadu,VA,95280,$180.85,BLUE,08/06/1977
3898,Rhoda,Cook,56,Igso Parkway,Rojtetow,ID,26141,$8650.36,YELLOW,10/24/1927
3899,Harry,Collins,35,Pela Highway,Zoobaiz,KY,9981,$3722.73,WHITE,02/16/1931
3900,Adeline,Mason,18,Leku River,Seddizegi,VT,76147,$5670.86,RED,09/29/1996
3901,Brandon,Dennis,45,Lusu Pike,Bufecam,NE,61119,$9616.40,WHITE,12/19/1941
3902,Alexander,Jefferson,63,Faviji View,Wokaruh,OR,71820,$1968.17,WHITE,05/30/1964
3903,Isabella,Ortiz,47,Kika Lane,Caliwvuk,MI,3275,$6965.23,BLUE,03/20/2053
3904,Leonard,Maldonado,23,Tosmi Highway,Igecilu,OR,43597,$5497.56,WHITE,07/05/1918
3905,Mike,Mathis,18,Emumi Key,Fiibutu,HI,8921,$9169.96,RED,10/30/1909
3906,Virgie,McCormick,47,Okumir Place,Idefuhha,ID,6430,$1014.11,YELLOW,08/07/2009
3907,Connor,Hudson,22,Pahan Lane,Namowib,MI,9083,$1762.34,RED,03/25/1973
3908,Alma,Kim,24,Cobid View,Uluuhtiv,IL,37479,$6792.27,BLUE,12/10/2016
3909,Georgia,Huff,44,Jetoj Center,Ruphunur,KS,95193,$258.29,WHITE,02/07/2070
3910,Joe,Garrett,33,Maje Drive,Gokbivo,DE,2206,$4295.17,BLUE,07/19/2059
3911,Jayden,Sutton,30,Dibok Avenue,Dufarka,IL,36266,$4572.16,YELLOW,01/28/1990
3912,Jeffrey,Wilson,56,Wuzak Court,Futichus,MI,99113,$3471.41,BLUE,08/22/1970
3913,Roger,Valdez,28,Kisi Avenue,Rubguav,RI,52586,$6702.00,GREEN,07/14/1940
3914,Addie,Fisher,49,Rutan Junction,Dupapba,MT,88453,$1724.87,BLUE,10/24/1930
3915,Harold,Hart,34,Gerif Court,Ibaliwu,ND,96763,$7624.79,WHITE,11/25/1977
3916,Victoria,Daniels,52,Ogbi Turnpike,Fafisaz,RI,16868,$8778.30,WHITE,04/17/1985
3917,Mildred,Evans,59,Buzod Boulevard,Pusahe,NV,77082,$6119.31,BLUE,01/10/2003
3918,Julian,Scott,33,Dorvoz Glen,Bisguvkim,NJ,84209,$1600.39,WHITE,01/18/2004
3919,Maud,Lambert,18,Retro Boulevard,Ebaacsu,OR,71272,$572.97,YELLOW,01/27/2056
3920,Curtis,Davis,44,Ferin Grove,Horuve,SD,75091,$535.18,GREEN,09/02/1965
3921,Isaiah,Hunt,48,Ohulu Pass,Wuklemun,MT,78533,$2722.51,RED,03/14/1989
3922,Adam,Reynolds,26,Zavid Pike,Vadozhu,WY,25703,$7851.67,RED,09/08/2015
3923,Craig,Gonzalez,26,Tikal Boulevard,Dumbuho,IN,23079,$8599.18,GREEN,02/11/1918
3924,Irene,Riley,46,Nigir Lane,Mudzaola,FL,35723,$5343.63,GREEN,10/15/1925
3925,Rena,Rhodes,63,Jihku Path,Wormoivi,NJ,37967,$2548.34,WHITE,09/10/2029
3926,Linnie,Reese,41,Mewe Court,Agcatag,MO,20936,$346.05,YELLOW,01/05/1947
3927,Michael,Walton,63,Jupuh Pass,Eluwuhal,IA,25183,$5503.84,GREEN,10/20/2063
3928,Carolyn,Cruz,18,Onozas Court,Gowhuhop,CT,7465,$4515.29,GREEN,03/14/2042
3929,Josephine,Dean,44,Delsu Place,Ecekona,AR,51240,$614.60,RED,10/18/2016
3930,Lelia,Davis,27,Rasla Glen,Sosagavu,AR,44805,$4884.48,YELLOW,12/07/1919
3931,Rosalie,Peters,45,Kemeb Place,Focowumi,FL,97673,$3969.95,YELLOW,10/22/1911
3932,Edward,Patterson,41,Wijso Manor,Bevigsa,SC,15559,$1728.77,YELLOW,11/26/1977
3933,Manuel,Holland,36,Kubbab Pass,Esukuzhek,HI,34288,$1164.52,RED,04/22/1936
3934,Richard,Rivera,28,Dilar Trail,Nijnorij,ID,68803,$9843.16,YELLOW,09/05/2057
3935,Myrtie,Cross,34,Sueva Loop,Furuopu,GA,3881,$5603.16,YELLOW,09/23/2047
3936,Susie,Mathis,42,Omlil Drive,Nocuige,VT,46873,$6396.22,YELLOW,03/09/2003
3937,Nancy,Nichols,36,Lijav Park,Iposzo,UT,40233,$3266.47,BLUE,02/24/1955
3938,Emily,Bell,50,Bilhel View,Ebuilora,NE,28248,$677.05,WHITE,02/16/1935
3939,Mitchell,Norton,46,Dunot Lane,Gijjerir,ME,157,$3507.66,YELLOW,06/25/1927
3940,Minerva,Ellis,37,Mugvar Road,Wadvidab,FL,46960,$8536.11,YELLOW,05/01/2058
3941,Marcus,Duncan,28,Lagi Path,Kohouka,MT,50433,$951.97,BLUE,06/24/2061
3942,Minerva,Chambers,53,Peag Grove,Mekeduci,GA,19429,$8895.50,GREEN,08/09/1920
3943,Billy,Delgado,42,Valu Pass,Oreneot,FL,74889,$5879.18,BLUE,11/08/2008
3944,Augusta,Rodriquez,65,Bejic Loop,Nuhbudgal,NY,91839,$8380.70,YELLOW,08/08/1962
3945,Barbara,Cunningham,22,Rour View,Azwobvip,KY,68313,$5829.71,YELLOW,02/10/1995
3946,Dylan,Black,61,Rogim Square,Ocsibvin,TX,40855,$526.82,WHITE,09/26/2019
3947,Madge,Garcia,51,Ewece Mill,Bagufwi,MI,86933,$948.02,RED,09/17/1958
3948,Marvin,Hammond,49,Nebsel Glen,Ajzigguf,NH,43724,$7446.82,GREEN,12/08/2046
3949,Willie,Henderson,50,Hozos Key,Jojmilum,CA,55014,$5612.70,WHITE,09/27/1993
3950,Bobby,Bridges,21,Ceri Trail,Zumhawsir,LA,66084,$2175.39,BLUE,08/03/1955
3951,Jerry,Hernandez,51,Aratuc Glen,Opomha,ID,36732,$7027.18,RED,01/16/2059
3952,Lois,Henderson,26,Waer Park,Facilvi,AR,33642,$3908.48,BLUE,01/16/1925
3953,Miguel,Benson,44,Dacsul Center,Vueluus,OK,18397,$8124.49,WHITE,01/19/2028
3954,Patrick,Cain,40,Mivam Way,Wibujwew,OR,1257,$3811.61,RED,11/03/1995
3955,Leah,Lucas,32,Wirhuz View,Nowfifwer,WV,69472,$8261.67,BLUE,11/28/1987
3956,Kenneth,Kennedy,25,Kuali Lane,Befdesge,MD,51740,$8201.22,BLUE,06/28/2063
3957,Harriett,Yates,21,Ehhu Junction,Nundegoh,WA,68554,$1716.48,GREEN,01/26/1935
3958,Hattie,Sharp,59,Fenpel Turnpike,Mocuwhus,WY,38036,$9162.13,BLUE,04/14/1929
3959,Amanda,Harrison,42,Umieg Point,Puksiru,NY,10364,$8082.30,BLUE,03/12/1998
3960,Fred,Hill,22,Kodmaf View,Nuvwout,OK,27518,$2376.11,RED,03/31/2019
3961,Jennie,Warner,32,Mibsul Point,Ajwapa,MI,18466,$9114.03,WHITE,02/04/1999
3962,Josephine,French,48,Lepip Turnpike,Ipeagomaw,FL,840,$2802.85,WHITE,12/23/1958
3963,Eugenia,Hernandez,25,Cotu Avenue,Timodde,MD,96138,$9365.27,RED,05/21/2049
3964,Georgia,Smith,27,Sagipo Junction,Urerefkem,IL,7124,$1342.50,WHITE,10/12/1978
3965,Thomas,Spencer,56,Windes View,Dikjagkuz,ID,45175,$5436.68,GREEN,06/27/2045
3966,Mildred,Wise,58,Cojke Glen,Rebubcu,SD,92692,$8811.64,WHITE,11/23/1917
3967,Matthew,Wong,48,Woro Path,Cietime,SC,45056,$8958.08,BLUE,10/02/2025
3968,Phoebe,Glover,27,Disjez Turnpike,Bapdohiki,MI,54722,$7296.67,GREEN,02/24/1978
3969,Rosie,Cannon,31,Tumiw Square,Elefvup,TN,21481,$5968.84,YELLOW,02/28/1979
3970,Nell,Rice,49,Dibjoh Ridge,Ewuogeec,MA,4981,$8033.19,RED,02/14/2037
3971,Christian,Hudson,34,Sicpik Parkway,Fuwoul,DE,34292,$5345.38,WHITE,05/02/1944
3972,Mary,Reeves,53,Gehzab Heights,Fehsinow,LA,28871,$6700.13,BLUE,02/28/1934
3973,Amelia,Zimmerman,21,Vanu Trail,Enemevpic,NE,75221,$67.24,BLUE,03/28/2043
3974,Eunice,Stephens,62,Palji View,Jamabo,IA,30678,$435.02,GREEN,07/09/2013
3975,Russell,Bennett,57,Jeal Highway,Ruskimu,IL,40436,$5338.76,GREEN,02/19/1946
3976,Cordelia,Cannon,32,Fislad Point,Vaduhec,IN,56384,$973.68,WHITE,02/03/2066
3977,Emilie,Santos,33,Zohzuw Extension,Kepodfu,TX,48505,$8585.34,WHITE,09/20/1933
3978,Hunter,Foster,25,Sokjiw Mill,Dejbiju,MI,18875,$3697.13,YELLOW,04/09/1956
3979,Blanche,Pratt,45,Vashiw Way,Tactegif,WI,69049,$6201.94,BLUE,10/15/2058
3980,Nathan,Morrison,45,Cuhwob Extension,Horlepdor,SD,86124,$1253.93,BLUE,09/07/1996
3981,Mable,Sullivan,50,Uwuof Ridge,Ewibota,LA,44157,$6271.38,RED,08/18/2010
3982,Seth,Kennedy,44,Baptof Junction,Nemitun,NC,8080,$5291.84,YELLOW,04/27/2030
3983,Dylan,Chapman,34,Zipak Key,Unesaizo,AZ,17391,$6580.81,RED,09/21/1972
3984,Tommy,Harper,59,Davleh Heights,Nemuzuoj,GA,46313,$8175.38,RED,07/14/2015
3985,Cynthia,Chapman,53,Bulom Center,Cagaku,IN,10514,$4454.12,RED,06/25/1961
3986,Mason,Webb,18,Suwce Pike,Kogozig,NV,75800,$3775.66,RED,01/18/2016
3987,Chad,Tucker,30,Purjuc Pike,Pabnobsoz,NC,65826,$4106.29,RED,03/12/1905
3988,Arthur,Cooper,59,Medbeb Center,Fotadwuv,KS,21871,$1403.24,RED,11/24/2000
3989,Dennis,Haynes,35,Wabcan Highway,Rogejpu,MS,40372,$3867.04,GREEN,05/22/2067
3990,Adrian,Flores,49,Fekwe Square,Riakiha,MT,7828,$3752.41,BLUE,07/01/1965
3991,Lettie,Warner,58,Jeba Turnpike,Jukzemupi,TN,11975,$4392.70,GREEN,06/06/1998
3992,Hattie,Weber,26,Gotpa Place,Lehbuce,MO,41172,$6181.21,YELLOW,02/14/2070
3993,Callie,Hicks,49,Enuiza Drive,Ravpodcu,MT,72596,$8091.65,WHITE,09/24/1912
3994,Jennie,Burton,48,Fogpu River,Diivfa,AK,91354,$2251.22,YELLOW,10/12/1920
3995,Ethel,Chapman,45,Zosnaf Key,Fidjicsag,RI,99926,$125.45,RED,10/08/1935
3996,Ernest,Lynch,37,Jibco Trail,Ehaihru,UT,17515,$7471.88,RED,12/14/2035
3997,Ethan,Graves,46,Hapkun Parkway,Jacewga,WY,94535,$6943.29,YELLOW,02/08/1977
3998,Tillie,Farmer,58,Ofci Key,Okipakho,DE,6644,$7998.38,YELLOW,03/24/2055
3999,Elnora,Christensen,29,Higse Drive,Otsoljiv,WY,11957,$8297.14,WHITE,01/17/2024
4000,Sadie,Pearson,33,Zetulu Pass,Lojkife,MT,85026,$4167.56,GREEN,01/08/1933
4001,Peter,Herrera,49,Wubuja River,Egnomor,HI,9383,$8815.63,WHITE,03/11/1901
4002,Herbert,Snyder,39,Bocom Trail,Esejauk,LA,64208,$6453.85,BLUE,03/09/1909
4003,Sue,Day,29,Obdar Point,Opfimwut,AK,59308,$166.95,WHITE,11/02/2025
4004,Ivan,Kennedy,34,Cozodu Pike,Beuhuuf,NV,95049,$2755.48,BLUE,07/25/1952
4005,Harvey,Castillo,24,Udgic Square,Ofezacpuk,AK,73621,$3172.48,YELLOW,09/17/1966
4006,Curtis,Douglas,50,Tipcu Extension,Iggutad,MN,5314,$3979.90,WHITE,01/15/2006
4007,Erik,King,48,Wulze Pike,Mujhacuz,VT,38552,$3944.13,YELLOW,07/29/1988
4008,Eunice,Park,53,Iwolu Turnpike,Risignaz,HI,395,$4821.47,RED,12/08/1921
4009,Lela,Glover,55,Okfu View,Maparpoh,TN,12559,$205.31,RED,07/19/1904
4010,Terry,Payne,37,Buos Grove,Lohvejboz,SD,90107,$8368.93,RED,11/12/1929
4011,Mathilda,Blake,29,Ledac Street,Mumolsi,AZ,49756,$3679.91,RED,04/14/1936
4012,Allie,Frank,42,Fudih Heights,Hegbaskok,AK,93776,$7645.32,RED,05/19/1923
4013,Dora,Lewis,58,Kibmel Point,Mihulat,IL,16816,$6496.26,BLUE,04/10/2041
4014,Wesley,Harvey,62,Ibhi Place,Ozripci,VT,74524,$1050.82,BLUE,06/28/2049
4015,Gregory,Hicks,53,Kaog Heights,Lobdaggu,OK,5121,$6769.22,WHITE,08/17/2034
4016,Kathryn,Pratt,37,Hagih Center,Minazmic,SC,16245,$7685.67,WHITE,12/25/1995
4017,Linnie,Atkins,18,Vezpub Junction,Urikacda,TN,78298,$977.14,BLUE,10/26/2061
4018,Blake,Fuller,35,Neej Junction,Mufmidoc,ME,4497,$1700.95,YELLOW,04/01/1992
4019,Theresa,Snyder,52,Zihow Extension,Nugewi,WV,62413,$8243.21,WHITE,08/14/1941
4020,Elmer,Burns,24,Lerma Circle,Ohizosu,ID,57299,$3669.56,GREEN,02/18/1927
4021,Charlie,Johnson,45,Ridom Manor,Gomcusub,VA,79964,$3847.69,WHITE,03/06/2041
4022,Lester,Garza,64,Iroolu Key,Midtaet,MO,57173,$4373.43,RED,04/21/1953
4023,Philip,Bass,23,Vume Plaza,Mepebfi,HI,6619,$5904.93,GREEN,09/08/1937
4024,Darrell,Chambers,57,Bismon View,Memaih,SD,13421,$5244.55,WHITE,04/07/1949
4025,Marian,Brown,64,Kilacu Square,Ibisnas,CA,62804,$8102.21,BLUE,08/17/1921
4026,Raymond,Doyle,40,Vomhe Square,Emauhuwa,GA,51648,$5159.13,YELLOW,12/22/1981
4027,George,Walsh,28,Buna Lane,Jigtofwa,SD,29790,$1847.38,WHITE,02/21/2010
4028,Millie,Reeves,36,Codpuk Road,Dibati,WV,29845,$7258.89,RED,02/10/2059
4029,Hallie,Lowe,49,Adren Trail,Peajico,TX,80872,$1127.46,GREEN,02/24/1910
4030,Frederick,Nash,42,Nogli Highway,Duhciib,DC,12690,$6151.85,BLUE,05/22/1983
4031,Jackson,Lynch,27,Tomer Grove,Nucuoh,MD,36868,$4463.74,GREEN,06/09/1959
4032,Betty,Hicks,47,Baviw River,Amrunfu,WV,43176,$2715.70,RED,10/15/1991
4033,Milton,George,50,Keeb Key,Ruspeji,ND,34974,$1157.60,BLUE,11/02/1991
4034,Roy,Marshall,63,Uclon Trail,Nubgepluh,KS,51682,$5130.26,BLUE,10/29/1980
4035,Jane,Spencer,42,Hegi Mill,Mecnolum,NC,25493,$8040.18,BLUE,11/10/2001
4036,Marion,Nelson,50,Sacasu Terrace,Huezebop,DC,36862,$4806.55,BLUE,02/12/2023
4037,Rosetta,Burgess,50,Tepaje Avenue,Pevsomuc,CT,87965,$4862.42,YELLOW,03/08/2047
4038,Linnie,Joseph,63,Fuwut Parkway,Ablubob,ND,26618,$7091.52,YELLOW,12/09/1986
4039,Dennis,Hansen,59,Mephig Plaza,Nojfochi,MA,57160,$3118.66,WHITE,07/28/1958
4040,Matthew,Moss,41,Voni Key,Houtava,NV,42668,$4289.29,WHITE,12/06/1929
4041,Carlos,Lewis,41,Arvac Highway,Nepwugko,KS,85544,$6617.62,BLUE,09/20/1943
4042,Timothy,Watts,40,Tacar Highway,Teefewot,WV,12116,$4982.30,RED,03/17/1968
4043,Bradley,Barton,50,Hega River,Ocelezdu,SD,27729,$8846.15,GREEN,04/11/1914
4044,Olga,Quinn,31,Nuih Pike,Wujekdi,MD,39653,$9938.74,BLUE,12/09/2065
4045,Bertie,Alexander,59,Hawoc View,Bimawamo,AL,83451,$9584.44,BLUE,12/03/1980
4046,Isabella,Owen,59,Katev Street,Ticiroj,MA,46711,$5024.29,GREEN,05/04/1940
4047,Rosie,Reed,23,Codpo Mill,Esuaduho,VA,91666,$9246.15,WHITE,09/23/1908
4048,Dominic,Cohen,55,Ijwah Square,Fowipver,CT,30538,$3773.90,RED,06/06/1917
4049,Katharine,Huff,62,Nuwuv Glen,Wasizi,ME,55077,$2351.01,RED,12/14/1966
4050,Scott,Robinson,26,Bulje Road,Sewhered,NH,50232,$7927.14,GREEN,04/29/2051
4051,Lena,Perry,37,Hituj Point,Lukofu,ME,51010,$2294.51,BLUE,08/02/1962
4052,Elmer,Hudson,49,Racfu River,Sirdoig,NH,7878,$4296.12,RED,03/27/1933
4053,Clifford,Roberts,39,Ulaf Trail,Opcevem,MD,65525,$437.11,RED,03/10/1979
4054,Mattie,Rodriquez,48,Marob Glen,Macacpib,SD,21401,$7907.46,YELLOW,03/29/1929
4055,Anthony,Hardy,59,Gezuk Street,Habcicbi,NV,78221,$1763.60,WHITE,09/23/2003
4056,Ola,Parker,22,Lagnit Ridge,Akakadac,ND,82688,$6733.50,YELLOW,11/10/2005
4057,Ricardo,Griffin,20,Dodpe Drive,Fowaro,NM,16266,$9490.39,WHITE,09/05/1979
4058,Fred,Flowers,60,Tanoco Path,Kizossul,IN,28308,$8235.87,GREEN,01/01/2005
4059,Duane,Wells,50,Sidu Point,Jaehuta,DC,11609,$4365.15,RED,09/16/1962
4060,Mathilda,Cohen,19,Orulo View,Uwzota,IN,36029,$2825.31,WHITE,05/24/1956
4061,Julia,Fields,49,Cucige Way,Odaaseg,IL,95060,$5352.29,RED,03/23/2070
4062,Louisa,Obrien,40,Jovagi Grove,Deahol,IN,88802,$1507.63,RED,08/14/1988
4063,Bernice,Ramsey,36,Dacvu Street,Irajiok,TN,92519,$1520.80,RED,08/30/2020
4064,Brett,Fletcher,27,Tofmes Place,Jaipirid,MT,18422,$6808.75,WHITE,02/01/1949
4065,Michael,Neal,27,Fafot Pike,Roharo,NE,5798,$7464.28,YELLOW,01/30/2067
4066,Brent,Erickson,48,Senbuf Highway,Sumakagu,ND,80085,$8532.12,RED,11/29/1978
4067,Jack,Gomez,32,Veuzo View,Fiujedi,VA,12314,$9550.95,BLUE,08/16/1904
4068,Mary,Wilson,41,Josuw Court,Ujosevud,NE,99102,$764.21,GREEN,06/07/1900
4069,Seth,Jefferson,49,Wufab Extension,Gamehov,TN,63088,$4074.40,WHITE,07/24/2007
4070,Donald,Pittman,56,Efruv Drive,Wilejeasa,DE,44344,$1902.26,WHITE,09/07/2036
4071,Jayden,Goodwin,44,Detco Drive,Suuvieho,WI,55363,$6349.74,RED,01/20/1940
4072,Barry,Elliott,51,Nuwtor Junction,Catewget,MS,1055,$4648.07,BLUE,01/17/1976
4073,Edna,Jensen,61,Vuupe River,Ewwuufo,VA,82300,$4893.40,GREEN,07/19/1986
4074,Ada,Gibson,22,Fiag Trail,Maeziep,AL,14384,$3589.69,RED,02/12/2023
4075,Phillip,Holland,26,Gitkip Highway,Kumewsaw,FL,60552,$6151.65,YELLOW,12/14/1995
4076,Francis,Ingram,18,Urkep Court,Seahazaw,TX,7944,$5543.26,YELLOW,11/01/2020
4077,Nell,Griffin,63,Gizi Road,Pofihpa,DE,62081,$2964.49,YELLOW,01/03/2054
4078,Winifred,Dunn,31,Aczef Avenue,Iguihizav,VA,58724,$1442.28,WHITE,03/12/1916
4079,Jonathan,Rodriquez,61,Gaho River,Mavilsaf,MO,32828,$2437.01,WHITE,02/07/1911
4080,Daisy,Carlson,52,Wazmu Path,Toorcal,WA,30859,$1608.42,BLUE,07/15/2068
4081,Duane,Sims,27,Sofvu Avenue,Lovujer,MO,98073,$6954.04,GREEN,05/19/2006
4082,James,Patrick,48,Kemka Key,Vilbigos,NJ,69764,$3264.66,GREEN,03/20/2047
4083,Jorge,Morales,34,Mazno Key,Javutuov,MD,27834,$3023.20,WHITE,08/02/1908
4084,Lucile,Austin,34,Kichu Drive,Ewdavem,MI,91401,$3016.07,GREEN,03/06/2030
4085,George,Garner,55,Fewi Key,Lucikop,IA,59147,$7209.11,BLUE,12/25/1919
4086,Caroline,Sharp,22,Jioh Loop,Vifamwo,MI,60690,$9573.23,RED,02/05/2069
4087,Edith,Carlson,64,Daral Pass,Jidcacpak,TN,31920,$9242.11,GREEN,02/20/2058
4088,Elnora,Cox,49,Vivpe Parkway,Kilreira,OR,37239,$2333.13,YELLOW,11/07/1959
4089,Anthony,Benson,21,Oveg Circle,Lofuzfi,FL,34298,$1006.76,RED,06/30/1944
4090,Dollie,Bryant,23,Ecvum Park,Fumuti,NV,4937,$497.85,BLUE,11/06/1957
4091,Roy,Thompson,21,Tevis Park,Jidomhe,NE,22384,$9467.50,BLUE,11/12/2013
4092,Lillie,Kelly,40,Iwna Glen,Cihdurra,NE,6274,$9277.51,GREEN,11/20/2021
4093,Ollie,Daniels,57,Cicda Court,Guiflow,AK,1484,$3251.07,GREEN,02/18/1903
4094,Randall,Robinson,35,Ofesag Mill,Kartemal,AL,26867,$1808.25,WHITE,05/24/2060
4095,Wayne,Mills,52,Ojuha Key,Hekfozbig,TN,96578,$9783.79,YELLOW,06/27/2036
4096,Alfred,Dean,58,Fannu Circle,Puwciazo,WV,47212,$7123.91,GREEN,11/07/1958
4097,Hulda,Patton,41,Fehju Square,Egocahse,AR,70142,$2326.29,GREEN,11/14/1933
4098,Violet,Singleton,29,Minve Place,Bugnoja,NJ,6476,$8483.01,WHITE,05/17/2062
4099,Melvin,Maldonado,36,Deve Grove,Cihbibuh,OH,8163,$6590.83,BLUE,11/05/2014
4100,Susie,Bowen,63,Laped View,Bilutodo,CT,70433,$972.48,RED,09/20/2054
4101,Amy,Drake,34,Kamik Point,Wojmimjub,MT,57591,$8016.48,RED,07/04/1946
4102,Rosa,Butler,64,Mowdi Drive,Cormosel,NY,85974,$2273.56,YELLOW,01/16/1930
4103,Dustin,Clarke,38,Elugen Trail,Safawji,ID,56715,$4143.63,BLUE,12/17/2045
4104,Lottie,Gill,36,Nafe Key,Juretobi,MD,43452,$1166.30,GREEN,08/08/2009
4105,Ellen,Padilla,63,Mopebo Street,Oloafoja,WV,54867,$8773.48,GREEN,10/20/1939
4106,Gavin,Schultz,47,Tazut Pike,Tankaap,ME,99565,$9081.30,BLUE,04/03/2002
4107,Isabel,Williams,53,Ofitiv Mill,Hefwugpe,MN,52406,$5234.41,YELLOW,10/18/1918
4108,Todd,Schultz,23,Nomab Street,Okvabze,MO,2949,$1245.23,YELLOW,11/01/2053
4109,Jessie,Kennedy,54,Celwak Junction,Etekajit,NY,50382,$3131.87,BLUE,06/19/2046
4110,Harold,Richards,20,Rinuk Pass,Mazmihom,AZ,20039,$4165.32,BLUE,01/28/1975
4111,Isaac,Wolfe,45,Gohcat Boulevard,Ripapke,ID,56588,$210.17,BLUE,07/08/1994
4112,Ina,Sharp,53,Ebdo Street,Mobhewe,WY,41205,$2814.90,WHITE,11/20/1901
4113,Mittie,Underwood,26,Ammid Street,Camzuge,MN,89893,$6581.34,YELLOW,09/10/1918
4114,Bessie,Ramirez,55,Riir Manor,Nusazhu,DC,46961,$7840.17,GREEN,05/02/1927
4115,Gene,Rodgers,19,Wucera Square,Gubriko,NJ,10442,$2568.24,RED,09/17/2030
4116,Kevin,Sherman,64,Dami Parkway,Dewnawti,MA,65143,$7384.78,BLUE,03/25/1935
4117,Isaiah,Schneider,52,Cenub Street,Uzwawe,MS,28579,$2304.15,BLUE,12/02/1938
4118,Inez,Lowe,39,Bovsi Circle,Gicetu,RI,94869,$1039.35,RED,02/15/1971
4119,Ronald,Hicks,34,Coumu Boulevard,Iwohume,IL,6524,$2483.85,BLUE,02/19/1933
4120,Joel,Jacobs,49,Racu River,Jerwohvu,WY,27636,$4862.49,GREEN,03/11/1978
4121,Robert,Hogan,31,Isone Pike,Fokwomu,SD,54198,$9226.73,GREEN,07/20/1931
4122,Adeline,Pratt,26,Esolu Court,Jopiaj,RI,17587,$4874.57,BLUE,03/01/1907
4123,Lina,Lewis,23,Vifva Street,Iceciwag,KY,80268,$1466.25,GREEN,01/29/1907
4124,Derek,Gibson,21,Rulev Manor,Misiib,NC,31052,$3956.92,YELLOW,04/03/2034
4125,Gussie,Kelley,50,Puuji Highway,Guzebpu,DE,3630,$5155.60,BLUE,07/19/1969
4126,Myrtle,Saunders,21,Igul View,Libzizu,AZ,5146,$9441.48,GREEN,02/28/1969
4127,Violet,Watson,46,Luomi Trail,Lozativ,TX,11702,$7204.29,RED,03/29/1967
4128,Katharine,Cross,35,Zizwo Plaza,Wetdekgeb,UT,85814,$8288.45,GREEN,11/14/2056
4129,Christopher,Leonard,19,Wunu Extension,Gokjebca,RI,50178,$6942.65,GREEN,05/30/2058
4130,Harriett,Mitchell,45,Uriogi Ridge,Fulabpub,NV,3572,$868.98,GREEN,04/26/1950
4131,Ryan,Todd,38,Ponaz Turnpike,Utatausa,KS,78727,$6174.68,GREEN,11/17/1994
4132,Elsie,Todd,64,Evdo Highway,Rozajjag,WA,19435,$6061.11,YELLOW,01/07/2041
4133,Travis,Reynolds,41,Jumeg Ridge,Ruonfi,MA,17746,$8393.21,RED,04/02/1961
4134,Lucille,Hodges,45,Rakma Plaza,Zotluoj,KY,13704,$2762.95,GREEN,04/20/2002
4135,Frances,Clark,32,Zudlap Extension,Omojbek,NE,46657,$9085.74,BLUE,04/14/1987
4136,Sophie,Ward,49,Bijoj Lane,Wezezak,CT,86307,$7785.87,YELLOW,01/02/1929
